"nhoods1","nhoods2","sim"
"1004","6199",0.621929564104305
"1065","6883",0.551255843207064
"1228","9381",0.680231755978692
"1786","3870",0.537329049832331
"1918","8452",0.716217557285137
"2535","4719",0.572289983243794
"2928","4270",0.626277004002111
"379","9324",0.69664909360187
"392","391",0.587866680712611
"4431","7527",0.63382403103946
"4655","9541",0.623245564422598
"4734","8463",0.611463798967802
"4786","7525",0.713706679613214
"4808","168",0.615174237110865
"544","5327",0.529251175849864
"5557","6797",0.516531156123453
"5597","3329",0.599492862555104
"6033","8847",0.703539953992913
"6131","4407",0.699716245255503
"6261","4266",0.624765800641888
"6281","816",0.543127158322785
"6360","3152",0.676335710699868
"637","6599",0.531995363430157
"6858","7964",0.636225341918685
"6987","6417",0.501404254684333
"7188","4883",0.653566489114556
"7679","8904",0.578591911817621
"7695","5652",0.538610474892117
"8022","2944",0.523914659355539
"8240","2254",0.597574650113576
"8365","8164",0.682152236886993
"8497","9109",0.572477729881655
"8528","2052",0.592589947026364
"8922","9703",0.651865021658455
"9205","6999",0.620870276509894
"9356","4327",0.594814329333243
"9607","1934",0.638429239958395
"9679","9008",0.635426100911632
"9879","833",0.595059415625811
