"gene","cope"
"MACC1",-0.105779916807654
"OAS2",-0.105779916807654
"TIMM10",-0.105673364171975
"LY6G5C",-0.105234683856973
"KCNA4",-0.105056739745278
"ZNF571",-0.104976066040342
"TTN",-0.104693685200834
"OLIG1",-0.104112041225888
"PLA2G4C",-0.104067772426784
"TAOK3",-0.104048582995951
"TMEM255B",-0.103676111232214
"GPC5",-0.103314067038113
"LHX9",-0.102594265883026
"ZNF578",-0.102115933783995
"CMTM7",-0.101791328314357
"DLX5",-0.101723949853704
"MVD",-0.101417004048583
"MPZL3",-0.0998811192976561
"TP73",-0.0998811192976561
"FAM222A",-0.0998776032032088
"CBLN4",-0.0998650754264904
"ITIH5",-0.0998650754264904
"SEMA4B",-0.0996307512151083
"LMX1B",-0.0989412089199348
"THBS3",-0.0987620605797214
"NRTN",-0.0987276618768027
"FGL1",-0.098681169363569
"CD160",-0.0986685008778164
"HHATL",-0.0986685008778164
"BCL6B",-0.0986558372698739
"DNAH17",-0.0986558372698739
"DPEP1",-0.0986558372698739
"MAP1LC3C",-0.0986558372698739
"TLR4",-0.0986558372698739
"AIFM3",-0.0983369157122002
"HRH1",-0.0979567013547571
"NQO1",-0.0979132785587445
"SPOPL",-0.0978590833464797
"GGT5",-0.0973424529993053
"SLC26A5",-0.0973371472076977
"SLC1A4",-0.0973246540967575
"ART3",-0.0973193833336183
"CRHBP",-0.0973193833336183
"CXCL5",-0.0973193833336183
"DKK2",-0.0973193833336183
"EVA1A",-0.0973193833336183
"FFAR4",-0.0973193833336183
"FGD2",-0.0973193833336183
"MYOZ2",-0.0973193833336183
"TMEM156",-0.0973193833336183
"FGF11",-0.0969636836990967
"CHODL",-0.096482665935066
"TRIM68",-0.0954095690366578
"SLC22A4",-0.0952017767014285
"ZBTB9",-0.0949493706440501
"SH3D21",-0.0949445653923633
"HTR7",-0.0948503515798056
"SYTL2",-0.0943842674727609
"ARHGAP9",-0.093940019898618
"SVOPL",-0.0939077270066708
"SLC16A8",-0.0936021767278255
"GFRA1",-0.0935976933784128
"ADCY8",-0.093585369272943
"ECM2",-0.0930052086035792
"SGIP1",-0.0923263837510969
"DHRS13",-0.0921327668453115
"TMEM87B",-0.0921201634719947
"KIF17",-0.0919016526897506
"ZXDB",-0.0915426188423774
"CORIN",-0.091515700094224
"FCER1G",-0.0915088400579609
"MROH1",-0.0913751352748386
"DHX58",-0.0913562740052189
"CERS5",-0.0912955465587044
"HAPLN1",-0.0911642660683722
"PLXNC1",-0.0909275010125557
"ZFP3",-0.0906051176884589
"BCKDK",-0.0899286133181387
"GABRA2",-0.0891790667071566
"TMEM119",-0.0888726677764705
"TMEM140",-0.0888726677764705
"C19orf38",-0.0888593425394548
"CETP",-0.0888593425394548
"CLNK",-0.0888593425394548
"CPM",-0.0888593425394548
"DSP",-0.0888593425394548
"MME",-0.0888593425394548
"MYF6",-0.0888593425394548
"SLC51A",-0.0888593425394548
"OLFML2A",-0.0886580837873075
"LHFPL2",-0.0884836560849992
"PIK3C2G",-0.0880407050578879
"HTR4",-0.087864914589192
"TXK",-0.087864914589192
"SUCNR1",-0.0878567559082153
"TMEM132E",-0.0869771866969652
"GAS2",-0.0862267319784165
"NTN1",-0.086099223678025
"ODF3B",-0.0858663408623311
"SOSTDC1",-0.0853954733172388
"LIN37",-0.085247707150522
"DFFB",-0.0847535556516723
"CBLN1",-0.0845495256669407
"FECH",-0.0844517965186796
"MBP",-0.0841376831372204
"CITED2",-0.0836032388663968
"FSCN3",-0.0833116105079274
"HSH2D",-0.0831950722587278
"SMIM5",-0.083175355450237
"TGM2",-0.083175355450237
"NACAD",-0.0828433597483682
"PNO1",-0.0827383750911254
"SH3RF1",-0.082437761903823
"RSPH9",-0.0822495617835789
"TCP10L",-0.0820704958321082
"FSTL4",-0.0819371297692067
"SEL1L2",-0.0817103523170669
"SLC18A2",-0.0817103523170669
"C2CD4D",-0.0817020479974848
"SLC13A4",-0.0817020479974848
"TBX2",-0.0817020479974848
"IQSEC2",-0.0816561311505269
"CCDC39",-0.0810642624991944
"CHP1",-0.0808868196086547
"DEF6",-0.0807711504787818
"RHBDL1",-0.0797242659412004
"MAOB",-0.0794591033802685
"SPIB",-0.0784413366717859
"CDKN2B",-0.078427021252984
