"gene","cope"
"ZFP82",-0.0651945865813517
"GAS6",-0.065142263673796
"TDRKH",-0.0651356737299061
"VN1R1",-0.0651326484185248
"LSM8",-0.0650874533335193
"ZBTB43",-0.0650290436429975
"CEP78",-0.065016901565857
"BHLHE40",-0.0649905942699582
"CUTA",-0.064969846442753
"HNRNPH3",-0.0649544864651464
"TMCO3",-0.0649492207359198
"RASGEF1B",-0.0648933683697287
"USF3",-0.0648038715915237
"MGAT4B",-0.0647983293853627
"TMC5",-0.064698087712586
"FADS6",-0.0646883475267389
"MRAP2",-0.06463244349709
"BEX1",-0.0646175542549032
"NPR1",-0.0646157135066357
"FGF8",-0.0646153187610136
"SLC23A3",-0.0646133451414172
"INSM2",-0.0646125557442145
"OXA1L",-0.0645587575682555
"NAPA",-0.0645022480660054
"GSS",-0.0644804071695525
"UNC119B",-0.0644726246592959
"RDH11",-0.0643977929715386
"ARMC1",-0.0643913267384485
"MBIP",-0.0643151368498026
"ZNF248",-0.0643002748764158
"DPY30",-0.064288742530086
"POLE3",-0.0641965590225506
"MCPH1",-0.0641889971446871
"SLN",-0.0641369861454127
"SAMD8",-0.064099707579652
"ZC3H8",-0.0640825561553357
"AASDH",-0.0640078102671352
"KCTD16",-0.0639904942013104
"SLC7A10",-0.0639681207182694
"NRTN",-0.0639663616174633
"CASP10",-0.063965517372086
"EGR4",-0.063965517372086
"GOLGA8M",-0.063965517372086
"TWIST2",-0.063965517372086
"HGD",-0.063965517372086
"C12orf40",-0.0639646731601357
"PIH1D1",-0.0639573230646322
"CDC37",-0.0639170173389788
"DPCD",-0.0638450544154521
"FER1L5",-0.063820362481654
"ZNF791",-0.0638160251433012
"ATP1B3",-0.0637997002289627
"KRR1",-0.0637294211248312
"RBM39",-0.0635993388077822
"GRK6",-0.0635823579125994
"SAFB2",-0.0635808750616555
"TARS2",-0.0635788587279299
"MGAM",-0.0635587039206474
"PXK",-0.0635471072450354
"LRRTM2",-0.0635141436203099
"C12orf29",-0.0635008091327919
"PPP2R1A",-0.0634682083639257
"COPB2",-0.0634274728993882
"NUDT19",-0.0633367810451111
"ENKD1",-0.0633314409037759
"CLIP2",-0.0633228666542167
"ORMDL2",-0.0633073536360978
"TMED9",-0.0632886075237348
"GNAQ",-0.0632831404219903
"STAB1",-0.0632486745314012
"HSPB9",-0.0632473439747743
"DPPA4",-0.0632449315835337
"IKZF3",-0.0632449315835337
"TMEM204",-0.0632449315835337
"LHX4",-0.0632449315835337
"DSC3",-0.0632446831134183
"FOXC1",-0.0632446831134183
"CARD16",-0.0632433528086715
"HUS1B",-0.0630786803526032
"SLC25A16",-0.0630717083917556
"RNPEP",-0.063066487820604
"SEMA3D",-0.0629626276675439
"MAPRE1",-0.0629023182390407
"CYP1A1",-0.0628805253280696
"GP5",-0.0628761820004645
"RORC",-0.0628743208498432
"SCIN",-0.0628743208498432
"MYH7",-0.0628699788077026
"STX19",-0.0628687383894522
"OAS2",-0.0628681182078588
"TTLL6",-0.0628681182078588
"RPP30",-0.0627623840958915
"DPYSL4",-0.0627288285104694
"GSK3A",-0.0627240359023026
"PHIP",-0.0626745937869493
"CISD3",-0.0626725241123034
"PYROXD1",-0.0626579352148551
"ZNF493",-0.0625927780845556
"KCND3",-0.0625145963617912
"ZNF594",-0.062491692352263
"UBE3B",-0.0624349601008726
"MOCS1",-0.0623746726819418
"ZNF423",-0.0622662823621414
"TTR",-0.0622106213663884
"DOCK6",-0.0621481223547324
"COA4",-0.0621063259356006
"SPATC1L",-0.0620860121920135
"XYLT2",-0.0620854817617419
"SECISBP2",-0.0620275112703734
"CYCS",-0.0620266229948602
"NOC3L",-0.0619929580578858
"GIN1",-0.0619879006575718
"ST3GAL3",-0.0619670236318308
"NKRF",-0.0619473096629187
"SLC35B1",-0.0619284534201582
"FAM50A",-0.0618841926353564
"SPATA2L",-0.0618138294636116
"FEZ1",-0.0617960860171581
"SLC44A2",-0.061778659715017
"YME1L1",-0.0617641291706336
"IKZF5",-0.0617507195325623
"LRRCC1",-0.0617493401396128
"ZC3H14",-0.0617375288492307
"MTMR6",-0.0617140961581982
"CCND3",-0.0616616512533418
"ZNF689",-0.0616127231344567
"NINL",-0.0615666000995808
"FUOM",-0.0615600025858092
"BIVM",-0.0615430721405015
"NEK4",-0.0615095425173302
"RNF115",-0.0615032432621934
"ZCRB1",-0.0614753786586192
"CCDC85C",-0.0614747194608337
"CNOT6",-0.0614650361313192
"ANAPC5",-0.0614416004258388
"TMEM59",-0.0614126686380705
"SPRYD4",-0.0613911113722574
"CDC42BPB",-0.0613698391020933
"ZMYND15",-0.0613586507042928
"ARHGDIB",-0.0613463568053529
"NOC4L",-0.0613367217461863
"BAG6",-0.061322976164843
"DENND5B",-0.0613073223187538
"GNL3L",-0.0612708162999784
"ZNF197",-0.0612607006074787
"STARD10",-0.0612238827780821
"SMYD2",-0.0612092550330897
"SHD",-0.0612056015921899
"DNTTIP2",-0.0611597699823619
"PRRG4",-0.0611035086811668
"HAAO",-0.0611031663960873
"PIK3AP1",-0.0611031663960873
"HEYL",-0.0611023946599144
"KYNU",-0.0611023946599144
"GRAP2",-0.0611012806995912
"HES2",-0.0611012806995912
"OVOL2",-0.0611012806995912
"DIRAS1",-0.0610918436830017
"THEM6",-0.061052846823681
"HINT1",-0.0610476103825839
"TMEM216",-0.0610290761803442
"FSCN1",-0.061010522912884
"HIGD2A",-0.0609774927342608
"DNASE1L1",-0.0609567414069729
"ZNF74",-0.0609546450763897
"RRAGC",-0.0609334964127259
"UBTF",-0.0608952992724913
"ZMIZ1",-0.0608532472303038
"CCDC51",-0.0608071608120139
"ZNF704",-0.0608026879638199
"USP22",-0.0607720969342448
"MOCS3",-0.0607334047398156
"TMEM238",-0.0606968574177063
"CASZ1",-0.0606853335149418
"C14orf119",-0.0606034181389672
"NFU1",-0.0605869075469842
"PSMD6",-0.060522751389378
"PSMC6",-0.0604752787025765
"EIF3L",-0.0604409577532236
"COQ9",-0.0604342981879914
"THAP5",-0.0604283290198174
"COTL1",-0.0604261801476876
"REXO2",-0.0604058258132339
"OLIG2",-0.0603964212887211
"IRGM",-0.0603543112496119
"PNPLA1",-0.0603455580318824
"TBPL2",-0.060344682919559
"ERICH2",-0.0603429328091218
"SOWAHA",-0.0603429328091218
"SPTBN5",-0.0603429328091218
"NODAL",-0.0603420578110023
"SEMA3B",-0.0603137190809971
"TET2",-0.0602478904213262
"FOXP3",-0.0602439839569708
"PTPN20",-0.0602406607130233
"HORMAD1",-0.0602395541824652
"TMEM26",-0.0602389214373016
"KCNN4",-0.0602376560067882
"ASCL2",-0.0602370233214363
"NDUFV1",-0.0601714671252495
"ZNF121",-0.0600616107530646
"SOS2",-0.0600414707877637
"RNF24",-0.0600259709594501
"RBM10",-0.0599977453152959
"MOB2",-0.0599768675567541
"SYTL3",-0.0599277063321889
"DUS4L",-0.0598895336654341
"PPP1R12A",-0.0598697645762007
"MT-ND5",-0.0598694312746685
"RMDN3",-0.0598405833509946
"LXN",-0.0598382796161147
"CCDC34",-0.0598307409191993
"PIGP",-0.0598179940452608
"ANKRD28",-0.0598013200481064
"MEAF6",-0.0597974769387268
"BIRC2",-0.0597429021758809
"PROB1",-0.059704382304938
"SLC9C2",-0.0597020992840064
"ZNF492",-0.0597011990474118
"PHYHIPL",-0.0597004573674426
"TAGLN",-0.059666108747268
"RBM14",-0.0596329810282187
"PHC2",-0.0596059577865228
"NELFB",-0.0595813825051986
"RNF170",-0.0595680874102224
"NONO",-0.0595116990577095
"PDRG1",-0.0594480924925245
"ACBD5",-0.0594398530368491
"IFT140",-0.0593908769361989
"FZD9",-0.0593832212812109
"OXSR1",-0.0593772870154597
"CUBN",-0.0593493779131077
"ZNF32",-0.0593188988431131
"RBBP8",-0.0592421627521897
"POLR1D",-0.0592045686633273
"E2F6",-0.0591272422104585
"PTPN12",-0.059112294381145
"POLDIP3",-0.0591100216396204
"RBX1",-0.0590971643069522
"PRMT1",-0.0590813438454041
"OCRL",-0.0590615478810967
"ULK2",-0.0590584170352336
"YY1AP1",-0.0590407828656034
"ZNF763",-0.0590311634014851
"KDM5C",-0.0590133759066071
"PPP4R2",-0.0589302991743699
"SPPL3",-0.0589104060277663
"S100A6",-0.0588963720800917
"PLEKHO1",-0.0588733982130706
"TMEM39A",-0.0588570708935056
"DDX5",-0.0588443814250266
"SRSF10",-0.0587987757117594
"SETD1B",-0.058789196950901
"WIF1",-0.0587217470714909
"IDH3B",-0.0587190204525212
"BRIX1",-0.058674492204914
"GLTP",-0.0586613673125192
"CAPN15",-0.0585747395149764
"GAMT",-0.0585583944077499
"CRY1",-0.0585476282064169
"CDS2",-0.0585187652878442
"AATF",-0.0585167882966776
"KCNN3",-0.0584921537104149
"SNAPIN",-0.0584821763840588
"SETD1A",-0.0584751292279406
"VMP1",-0.0583841201262444
"WTIP",-0.0581443789392848
"TSPAN3",-0.0581301706357151
"NOL12",-0.0580846931631662
"AOAH",-0.0580842198383385
"TP53BP1",-0.0580591464987251
"TAS2R50",-0.0580577835034187
"KISS1R",-0.0580553840413746
"TMPRSS3",-0.0580481874398557
"FHL3",-0.0579179964368143
"GLI4",-0.0579148251818042
"TMSB10",-0.057896744512646
"GDF9",-0.0578784576533201
"NSUN3",-0.0578368505074092
"DDX52",-0.0578290714325024
"ECHDC2",-0.0578204126667087
"ZBTB8A",-0.0577410620124225
"ZNF354B",-0.0577348288856226
"DNALI1",-0.0577060410720631
"PTGES2",-0.0576323872091955
"CLDN12",-0.0576261242753682
"MAX",-0.057574695671591
"GPR83",-0.0575513234794655
"CFAP73",-0.0575480859483975
"GINM1",-0.057547797888169
"SLC7A2",-0.0575467910889477
"TEKT5",-0.0575467910889477
"RNASE1",-0.0575454963168989
"EIF2B3",-0.0574839316692428
"TM6SF2",-0.0574722503237409
"VSIG1",-0.0574153124320785
"SLC4A1",-0.0574138791812282
"ADAMTSL2",-0.0573902210560673
"SSRP1",-0.0573044704593821
"PTCD2",-0.0572881215297481
"RBM42",-0.0572756497608183
"C1orf74",-0.0572523222521363
"TATDN3",-0.0572209529412961
"DUSP28",-0.0572080859588112
"TIMM13",-0.0571906380714194
"TPGS2",-0.0571351507600065
"COLEC11",-0.0570841892092066
"ZNF316",-0.0570651963785928
"MAP10",-0.0570483963759038
"ARSA",-0.0570191692865054
"FAM98B",-0.0570070845205295
"CHERP",-0.0570020329175992
"RNF38",-0.0569699190828796
"CALM3",-0.056925981583781
"ISYNA1",-0.0569132473251611
"JTB",-0.0569002906085629
"PHC1",-0.056890356914066
"ZFP64",-0.0568814555398698
"ATOX1",-0.0568599300538011
"FN1",-0.0568485813392628
"PMPCA",-0.0567563591751677
"RFESD",-0.0567482601042804
"TEX264",-0.0567090879207412
"SPSB4",-0.056595764989928
"LCMT2",-0.0565872808474877
"GFY",-0.0565801916976962
"SYCE3",-0.0565777956700938
"F2RL2",-0.05657505743859
"TLR4",-0.05657505743859
"C22orf15",-0.0565741447831009
"CDH5",-0.0565741447831009
"LMOD1",-0.0565741447831009
"PTAFR",-0.0565741447831009
"FMO1",-0.0565732321717785
"GTSF1",-0.0565732321717785
"PLD4",-0.0565732321717785
"SLC25A31",-0.0565732321717785
"ARHGEF7",-0.0565640063383312
"PPAT",-0.056542098361796
"TTLL4",-0.0564454848379843
"CELF6",-0.0563986103414096
"KLF2",-0.0563978178922662
"GAGE10",-0.0563913264341224
"CYP3A43",-0.0563860984427714
"PYGM",-0.056383283972705
"KLHL34",-0.0563816758933044
"PJA2",-0.0563477966027509
"COX18",-0.056321922370936
"SEC22A",-0.0562959896704254
"CHRDL2",-0.0562597212954896
"MSR1",-0.0562579070952059
"VIT",-0.0562579070952059
"NPW",-0.0562573543088762
"IL15",-0.0562567237520825
"TINAG",-0.0562567237520825
"CD34",-0.0562561709275972
"GPR62",-0.0562561709275972
"LRRC74B",-0.0562561709275972
"SLC6A4",-0.0562561709275972
"CARD14",-0.0562549876209927
"GPRC5A",-0.0562549876209927
"HDC",-0.0562549876209927
"HEMGN",-0.0562549876209927
"IRF8",-0.0562549876209927
"TXK",-0.0562549876209927
"MTO1",-0.0562387397354284
"IPO5",-0.0562242256385157
"EPC2",-0.0562210005539649
"COA6",-0.0561952535403654
"IKZF4",-0.0561522132292436
"HAVCR2",-0.0561251910620772
"COMMD8",-0.0561249427057911
"PLGRKT",-0.0561241401378131
"FUNDC2",-0.0560936574247442
"ZNF772",-0.0560875408291345
"PDPK1",-0.0560304357268618
"CHUK",-0.0560176364834343
"CLVS2",-0.055981964603753
"PTRH2",-0.0559762112187067
"PTK2",-0.0559621118243732
"UNC50",-0.0559425264315664
"PMEPA1",-0.055889172066577
"RNF122",-0.0558874828585837
"ARMCX5",-0.0558765163623163
"PDLIM4",-0.055832351356461
"RAB6A",-0.0558316957593737
"ZMAT2",-0.0558013353949005
"PKN1",-0.055712272807842
"SENP6",-0.055692768879661
"LAMTOR1",-0.0556562706405726
"PNMA1",-0.0556317622827397
"CDK4",-0.0555849542098143
"BRD7",-0.0555739702638787
"ZNF311",-0.0555224309247501
"TMEM192",-0.055488421773357
"LVRN",-0.0554319152081253
"HAUS1",-0.0553720042115828
"YIPF4",-0.0553481221670033
"FNBP1L",-0.0553303638857636
"TGDS",-0.0553281499077064
"POLR3GL",-0.0553112086400037
"RFXAP",-0.0552037623513253
"ZNF329",-0.0551985042852023
"PPP2R5E",-0.0551533342841751
"GFPT1",-0.0551403860882072
"PCM1",-0.0550837661637101
"GNPNAT1",-0.0550541481486346
"CINP",-0.0550211216553314
"CDKAL1",-0.0550190019006019
"COASY",-0.0550120918188269
"CIC",-0.0549573045614655
"UAP1",-0.05495008173083
"DLK1",-0.0549226357002984
"TARBP2",-0.0549130513426771
"KMT5C",-0.0549107498032592
"ZNF146",-0.0548383423647696
"ZNF25",-0.0548341939833552
"VAMP5",-0.0547879581072549
"CRTAM",-0.0547853147328728
"CXCL2",-0.0547853147328728
"SLC14A2",-0.0547853147328728
"ZFP69",-0.0547740041206714
"CUEDC2",-0.0547623181105364
"ZNF165",-0.054758436974651
"MPST",-0.0547521464335954
"SLC26A1",-0.0547424490060314
"TNFSF13",-0.0547086819522742
"LIF",-0.054707062369925
"SPATA1",-0.0547058477775518
"PRICKLE3",-0.0547054429314045
"HK3",-0.0547046332660733
"CTDP1",-0.0546922878762744
"YES1",-0.0545850352634158
"TOR3A",-0.0545701831301185
"GLA",-0.0545216311940515
"MDP1",-0.0545108674349328
"TRMT2A",-0.0544950032204408
"LRCH4",-0.0544841466185943
"SYNJ2BP",-0.0544583089662087
"ZNF823",-0.0543789834718187
"DNAH7",-0.0543393048844358
"PLD3",-0.0542977359246644
"IFFO2",-0.0542809748975688
"CHID1",-0.0542807329870031
"WDR25",-0.0542758272390744
"DDX28",-0.0542644865844155
"WDR77",-0.0542252189820718
"ACVR1",-0.054213853911534
"SYT17",-0.0542011518820299
"STARD3",-0.0541593908395503
"FGGY",-0.0540222967809972
"WDR13",-0.0539431766078181
"NEMF",-0.053866397463516
"OR7D2",-0.0538281262072256
"IKBKG",-0.0538217530342234
"RDX",-0.053706222579836
"TNFAIP8L3",-0.0536882683012431
"RAB34",-0.0536827514802222
"ADA",-0.0536657947746941
"PACSIN2",-0.053652311902814
"CCDC112",-0.0536283315515649
"LARP1B",-0.0536167832229994
"TRPC4AP",-0.053501457254848
"CDC23",-0.0535009653357135
"NMT1",-0.0534677347887185
"TOLLIP",-0.0534173421172846
"RABGGTB",-0.0533847327804199
"PEX2",-0.0533467272643256
"RFC4",-0.0533261934562556
"KAT2B",-0.0531809460564032
"HDAC8",-0.053134789045011
"PSMD10",-0.0531211816809644
"EPHX4",-0.0531010761410055
"DPY19L1",-0.053080433312533
"SHH",-0.0530121895665415
"PLSCR5",-0.0530113731842919
"VIP",-0.0530093323936666
"HEXIM1",-0.0529937665490862
"TOP2B",-0.0529880938619813
"HEXIM2",-0.0529722735493032
"KIAA2026",-0.0529035290889161
"DNAJC16",-0.0528967281655401
"SAP30BP",-0.0528942308380965
"ARPP19",-0.0528522326945482
"RNF214",-0.052852131784255
"TMEM201",-0.0528150780000855
"ARF3",-0.0527883418684827
"BCL9",-0.052695149220861
"ARMCX2",-0.0526728296855354
"IDI2",-0.0526267403181292
"ANKRD7",-0.0526257808428318
"ADAM29",-0.0526248214200111
"ARSJ",-0.0526248214200111
"FGFBP2",-0.0526248214200111
"MECOM",-0.0526248214200111
"RNF144B",-0.0526248214200111
"SLC51A",-0.0526248214200111
"RTN3",-0.0526177889431746
"VPS33B",-0.0525915738717667
"DENR",-0.0525808752154862
"TMCO1",-0.0525064539744924
"GPD1",-0.0524916781778345
"ARPC3",-0.0524639310367171
"KLHL41",-0.0524406743399766
"ARTN",-0.0524204783819204
"OSBPL7",-0.0524097657843257
"JUND",-0.0523888240728611
"MAD2L1BP",-0.0523398811022567
"PFKFB3",-0.0522647174037895
"PROSER1",-0.0522526257966932
"TM9SF2",-0.0522367069002247
"DDOST",-0.0521867218379717
"STX4",-0.0521821620787027
"TBCK",-0.0521431637634526
"EHBP1",-0.0521247943409474
"NSUN6",-0.052103330590997
"RIOK3",-0.0521004243256206
"TRIP12",-0.0520979844564059
"VCPKMT",-0.0520715319034311
"DEXI",-0.052065208178275
"ZNF619",-0.052064871723027
"PLPPR3",-0.0520448662742693
"DNAJC24",-0.0520445792733644
"ZNF334",-0.0520444078922954
"TTBK1",-0.0519816161231392
"ZNF354A",-0.0519756560480732
"CFAP45",-0.0519481533951221
"MCHR1",-0.0519454104755682
"TFEC",-0.0519454104755682
"CCDC168",-0.0519426679904559
"CLEC19A",-0.0519426679904559
"IKZF1",-0.0519426679904559
"MPZL3",-0.0519419824370459
"S100P",-0.0519419824370459
"CCL4",-0.0519412969107796
"KCNMB1",-0.0519412969107796
"M1AP",-0.0519412969107796
"TFAP2D",-0.0519412969107796
"RSPH1",-0.0519250656740905
"LRRC75A",-0.051907879992069
"IMP3",-0.0518986758464375
"REEP6",-0.0518686828768937
"DNAL4",-0.0518448084261265
"KBTBD12",-0.0518253726234066
"FOXO1",-0.0518135456026726
"NCBP2",-0.0518035288825736
"LSM7",-0.0517438338797409
"DIP2C",-0.0517023435371597
"KIAA1143",-0.051700012190417
"DHPS",-0.0516046742437783
"SHARPIN",-0.0515756500739533
"PCOLCE",-0.0515444785599733
"RECQL",-0.0515272842269503
"OGFOD1",-0.0514868110260184
"OGG1",-0.0514712181596456
"VPS36",-0.0514351994470493
"NUAK1",-0.0514318419556195
"ARFIP2",-0.0513405880176662
"DCTN5",-0.0513281540725049
"ZNF84",-0.0513154302436791
"DCAF12L2",-0.051300353322642
"SFRP5",-0.0512999411640197
"AQP3",-0.051298704747755
"TRABD2B",-0.0512974684208851
"ARHGEF11",-0.0512934681199613
"UBE2D2",-0.051275431550312
"PRADC1",-0.0512711163187168
"PPP2R5D",-0.0512492624719694
"UBE2K",-0.0512288924469707
"PCDHA8",-0.0512146725229257
"PIANP",-0.0511674692558888
"FEZ2",-0.0511484708252519
"PEX16",-0.0511475764014916
"PMF1",-0.0511411679298713
"SLC35F5",-0.0511381618856339
"TMEM147",-0.0511224368997709
"PHB2",-0.0510914192124507
"ITGB2",-0.0510712446002851
"ARG1",-0.0510696684975613
"KIAA0040",-0.0510696684975613
"S100A2",-0.0510696684975613
"SPATA22",-0.0510696684975613
"SYNDIG1L",-0.0510696684975613
"TNNI1",-0.0510696684975613
"POFUT2",-0.0510521534980347
"CIAPIN1",-0.0509998787283135
"IREB2",-0.0509154537625877
"TMEM9",-0.0508952042324441
"C5orf15",-0.0508803087101996
"COA5",-0.0508523379412284
"ARL4C",-0.0507945560438019
"HIPK1",-0.0507811108243714
"MB21D2",-0.0507696214380663
"VANGL2",-0.0507287304063737
"COIL",-0.0507016922834996
"DUSP14",-0.0506728130580697
"FARSB",-0.0506674481553632
"MAP3K2",-0.0506619924862124
"SCAMP3",-0.0506060221157276
"DTD2",-0.0505970492406088
"SBNO2",-0.0505909990543617
"CDK11A",-0.0505670299877184
"RAP1A",-0.0505467069827788
"RABL6",-0.0505458784238459
"CIB2",-0.0505330004801367
"C9orf72",-0.0505108767182102
"NOP58",-0.0505080474866662
"HPGD",-0.0504590949534007
"GSTP1",-0.050457831710241
"CEP57",-0.0504381063999552
"PPP1R7",-0.0504222413398474
"DTWD1",-0.0504051477880711
"TRAF4",-0.0503877710027619
"SC5D",-0.0503516449983533
"USP9X",-0.0503493164370555
"DENND4B",-0.0503369033253629
"TOP1MT",-0.0503354923371097
"FOSB",-0.0503006290438709
"ZNF140",-0.050290276800729
"NHLRC2",-0.0502578537601644
"UBE2N",-0.0502483712076527
"SCGB1A1",-0.0502370443810833
"PLS1",-0.0502265601914143
"CUL4B",-0.0501902525630914
"NDRG2",-0.0501427978820345
"MAPK7",-0.050123855391317
"COL6A1",-0.0501229438188064
"BOD1L1",-0.0500603020202566
"CCNL2",-0.050007513887731
"RSPO2",-0.0499806301829519
"SNRNP25",-0.049980337012945
"GPS1",-0.0499716752381972
"RGS5",-0.0499445407169004
"PSMA5",-0.0499435193835009
"ZNF670",-0.0499203976990738
"SH2B2",-0.0499162153258713
"XPO7",-0.0498896417193221
"TBC1D15",-0.0498654939774232
"ZNF518B",-0.0497855067608828
"PREB",-0.0497813234415154
"TMEM185A",-0.0497796502991126
"ZNF83",-0.0497281524431177
"TMED2",-0.0496434072106204
"PHF14",-0.0496432039209038
"ADAM12",-0.0496423177666825
"CHORDC1",-0.0496048777274857
"SLC25A51",-0.0496005835772564
"KDM5A",-0.0495998336197683
"LPAR5",-0.04958016066758
"SERINC4",-0.0495714030953626
"MROH7",-0.0495689017841182
"OXCT2",-0.0495684849357218
"WNT9B",-0.0495680680978417
"STBD1",-0.0495672344536284
"MC4R",-0.0495668176472943
"SERPINC1",-0.0495664008514748
"OR14K1",-0.0495655672913773
"CATSPER3",-0.0495651505270985
"VAC14",-0.0495583263564827
"POLI",-0.0494983535204887
"NFIL3",-0.0494410767039562
"F11R",-0.0494313146913861
"MBTPS2",-0.0493974133572292
"DYNC1H1",-0.0493900418587176
"ACTR2",-0.0493899950475637
"SLC35C1",-0.0493695265626901
"PJA1",-0.0493289612187588
"VPS41",-0.0493233455023752
"C11orf24",-0.0492988748900067
"ATP6V0B",-0.0492291568223093
"ZC3H15",-0.049227828987691
"DPYSL2",-0.0492272599423377
"PIBF1",-0.049143426331212
"GZMM",-0.0491064563847905
"ZNF223",-0.0490457142238638
"NAGPA",-0.049017120544242
"ZNF653",-0.049013517111124
"SEC16A",-0.0490064614108435
"MT-ND2",-0.0490032682568727
"SYTL1",-0.0490031739172672
"APOL3",-0.0490017526496968
"EXD1",-0.0490017526496968
"GDF7",-0.0490010420622845
"AANAT",-0.0490003315057847
"ADAM21",-0.0490003315057847
"ARHGAP9",-0.0490003315057847
"FERMT1",-0.0490003315057847
"HPSE2",-0.0490003315057847
"NINJ2",-0.0490003315057847
"WNT3A",-0.0490003315057847
"ACOX2",-0.048999620980195
"GHRH",-0.048999620980195
"OTOS",-0.048999620980195
"SH3TC2",-0.048999620980195
"GALNT5",-0.048999620980195
"UBL4A",-0.0489984721488021
"TEX15",-0.0489777176638378
"HNRNPA2B1",-0.0489344240190739
"SPATA20",-0.0488506170789259
"CALML4",-0.0488474924141452
"PTPMT1",-0.0488442134460312
"LRRC14",-0.048837822230925
"RTCA",-0.048831872416917
"NF2",-0.0488107867125033
"TF",-0.0487568322666545
"SMARCC1",-0.0487562385734214
"RIIAD1",-0.0487126607762576
"SLC10A7",-0.048686105042753
"HYLS1",-0.048653572146897
"CLEC11A",-0.0486535658503959
"CPD",-0.0486483646151729
"KCND1",-0.0486363785043249
"NDUFA10",-0.0486118871191181
"NOL8",-0.0485586335214548
"CYP2C8",-0.0485377067004166
"NEDD8",-0.0485148402280672
"ZNF639",-0.0485139212837694
"PTOV1",-0.0484951701341783
"ZNF512B",-0.0484922184652649
"NEU1",-0.0484560718458704
"CCDC38",-0.0484528833138961
"DHRS9",-0.0484518641007508
"FOXD4",-0.0484518641007508
"LHCGR",-0.0484518641007508
"NCKAP1L",-0.0484518641007508
"NOX3",-0.0484518641007508
"PRDM1",-0.0484518641007508
"SULT1E1",-0.0484518641007508
"TMC4",-0.0484518641007508
"GNAT2",-0.0484508449519207
"KLB",-0.0484508449519207
"MS4A7",-0.0484508449519207
"WFIKKN2",-0.0484508449519207
"PSORS1C1",-0.0484508449519207
"ADI1",-0.04840084193295
"DGUOK",-0.0483781472164581
"CYB5R3",-0.0483685123838861
"NRDE2",-0.0483510911871879
"EXOC7",-0.048348117343597
"S1PR2",-0.0482811173072212
"NWD1",-0.0482264783693239
"AP1M1",-0.0481567782893023
"NF1",-0.0480056723637503
"REEP3",-0.0480006434502687
"ZXDC",-0.0479012620404242
"SHISA8",-0.0478982446895702
"ALS2",-0.0478371870804372
"WDR81",-0.0478246865482324
"RSPO1",-0.047812262666106
"SHBG",-0.0478109957860973
"CCL25",-0.0478105735151395
"SMIM2",-0.0478105735151395
"CXCL3",-0.0478097290067887
"DOCK8",-0.0478097290067887
"NLRP11",-0.0478097290067887
"PCDHB1",-0.0478097290067887
"ETS1",-0.0478093067693947
"GPR17",-0.0478088845431875
"ST6GALNAC2",-0.0478088845431875
"GLOD4",-0.0477234804378884
"LETM2",-0.0476651622086659
"FGF9",-0.0476421440582868
"ASB8",-0.0476124419341158
"METTL22",-0.047577172157478
"NDFIP1",-0.0475317109258203
"MMAB",-0.0474563871166169
"SEC62",-0.0474238244224219
"PAPSS1",-0.0473783175667383
"PUS7L",-0.047218786830399
"WNT5B",-0.0472110195477444
"OTUB1",-0.0472043467934939
"IL1RAPL2",-0.0471678617970251
"INPP5K",-0.0471483170145564
"AMPD3",-0.0471462096171549
"CES2",-0.0471386932180829
"HNRNPU",-0.047108052602929
"GOLPH3",-0.0470765174604825
"SH3BGR",-0.0470747538890096
"BABAM1",-0.0470649911385329
"ARHGEF10L",-0.0470134841875919
"FBXO15",-0.0470064349124133
"SF3A2",-0.0469981336993949
"PPP1R21",-0.0469407241098008
"ZNF718",-0.0468873979579526
"RPUSD2",-0.04682440906613
"DCLRE1B",-0.046790108382035
"IRGQ",-0.0467834755553074
"IFT46",-0.0466805787430957
"FZD4",-0.0465914590143043
"EIF4E1B",-0.0465796861533613
"LYPD1",-0.0465721824989968
"SLC37A2",-0.0465692782099628
"SNAP23",-0.046532365679041
"BLVRA",-0.0465309522963267
"ADGRB1",-0.0465161742916976
"PTCH2",-0.046502224837879
"DCAKD",-0.0464979044697027
"ANAPC13",-0.046483115334013
"UCHL3",-0.0464433141260337
"PPP1R11",-0.0464425754835881
"ARSF",-0.0464086868110381
"KDM3B",-0.0464043058269327
"PPP2CB",-0.0463370396348425
"NUP205",-0.0463272662688041
"KLF7",-0.0462051296629246
"ISCU",-0.0461982107391961
"PRRG3",-0.0461939577667488
"ELF2",-0.0461775586190324
"ARFRP1",-0.0461616062784295
"TMEM25",-0.0460865157158648
"SLC4A8",-0.0460451131509237
"COL8A2",-0.0460353843236729
"SLC15A3",-0.0460280949178952
"TCP11",-0.0460280949178952
"ZMYND12",-0.0460276662371473
"LRRN4",-0.0460272375683767
"FAM186B",-0.0460268089115829
"CNPPD1",-0.046013026580797
"ZDHHC17",-0.0459660268936091
"ACSM1",-0.0459466300639346
"FGR",-0.0459421822528146
"TMC3",-0.0459421822528146
"SLC6A2",-0.0459419917865083
"CARNS1",-0.0459406999361267
"ZNF560",-0.0459406999361267
"CLNK",-0.0459399588315858
"ODF3L2",-0.0459399588315858
"PLA2G1B",-0.0459399588315858
"SPINK8",-0.0459399588315858
"TIMD4",-0.0459399588315858
"CCDC153",-0.0459392177629097
"GMNC",-0.0459392177629097
"HPGDS",-0.0459392177629097
"MYF6",-0.0459392177629097
