"gene","cope"
"TRIML1",-0.00262319704281661
"AHSP",-0.00261956909579057
"AKAP4",-0.00261885744032121
"PAX9",-0.00261885744032121
"SAGE1",-0.00261885744032121
"ZSCAN5C",-0.00248343918160209
"MFSD6L",-0.00234431735047296
"CRYBA1",-0.00234431714932742
"OR10H1",-0.00234140918072782
"UNCX",-0.00232774026210996
"TGM3",-0.00221067083650615
"IL1RL1",-0.00219200080100404
"IL9",-0.00202855917264703
"UGT2A2",-0.00202855917264703
"SPATA31D3",-0.00202688268090533
"S100A12",-0.00202688245055534
"OR11H4",-0.00202688198871114
"FBXO39",-0.00193659412675951
"NMS",-0.00185104711747987
"FPR1",-0.00164892758811873
"EVI2A",-0.00155663680729684
"MZB1",-0.0012152390936882
"CCDC68",-0.00116433244312096
"GRK3",-0.00111654958545448
"GUCY2F",-0.00101123971859233
"IL18R1",-0.000916062625570683
"SP5",-0.000562625906648021
"FGF23",-0.000410506783273669
"GPR171",8.80490036116711e-06
"LRRC25",9.80775267826705e-05
"ZNF560",0.000219104014324434
"MYF6",0.000597831690118765
"TWIST2",0.000942052238961646
"LCN2",0.0012542942162053
"NANOGP8",0.00168813185398084
"AOX1",0.00222772602656152
"OR9Q1",0.00241314067953967
"BARHL1",0.00250034021754542
"FAP",0.00269359080716855
"LEFTY2",0.00277672838501796
"C1QA",0.00291657350419382
"P2RY13",0.00298671713601092
"OR2L5",0.00328669077849113
"TMPRSS2",0.00338222730481342
"SLCO2B1",0.00341894897303263
"MT1G",0.00352212369445316
"SELENON",0.00364248166656732
"TMEM52B",0.00377046425894482
"DHRS2",0.00396706905010038
"VIT",0.00455884486664743
"TNFAIP8L2",0.00464798601012976
"MUC12",0.00465715838407966
"ABCG5",0.00476028771321258
"TXNDC2",0.00535567104662717
"LDB3",0.00561778473217534
"CFH",0.00579752714300381
"SLC40A1",0.00612070710273127
"OMD",0.00621251296519911
"SKOR1",0.00624894325170418
"HSPA6",0.00640021308418622
"NLRP1",0.0065750592822744
"ACTG2",0.00665958716230069
"PNLDC1",0.00682597076452306
"GIMAP4",0.00735075504049605
"SPPL2C",0.00741650360514559
"CCDC54",0.00796976060984826
"MSR1",0.00823284107043669
"MLPH",0.00848192687393581
"CAPN6",0.00848507541770625
"ARSH",0.00854977688010996
"ZC2HC1B",0.00876215126957125
"S100A9",0.00876469078261917
"DUOXA1",0.00883295936507159
"TMEM140",0.00898553179687431
"ARHGAP40",0.00906451344890254
"MXD1",0.009225303090451
"WDFY4",0.00966052785835641
"ADGRF5",0.00983353846509956
"WNT3A",0.0103066484214982
"OR2B6",0.0106387346699158
"FAM216B",0.010765106067729
"FAM9C",0.0112731716143079
"EPX",0.0122519863858089
"BIN2",0.0123844146445697
"TYROBP",0.0124181489660604
"ZNF736",0.0126310443344142
"EPHA1",0.0127343416743351
"MPO",0.0129239630610318
"LAMB4",0.0131012278775962
"LY86",0.0137626455651689
"NECTIN1",0.0137914892829305
"ENDOU",0.0138661634140605
"MMP25",0.0139026817822913
"C1QTNF7",0.0139834328138576
"CYP27B1",0.0140771847899005
"PGC",0.0142774523561259
"CYP4F11",0.014305871653745
"UCP1",0.014684502652519
"PATJ",0.0147080757476184
"PLCZ1",0.0148387242062569
"OLFM2",0.0150394137706149
"WNT10A",0.0152410201241971
"GRK7",0.0152438349107155
"RP1L1",0.015619981123445
"SHOX",0.015827176621918
"DKK1",0.0158396163429186
"CERKL",0.0161707549299475
"ZNF844",0.016175350591277
"SERPINE3",0.0161831479689193
"C1QB",0.0165530552356603
"APOBEC2",0.0167061622846816
"ASTL",0.0167355524374591
"RGS10",0.0169847917597626
"DCAF4L2",0.0173038170446829
"PITX1",0.017551472051858
"C2CD4A",0.0176755360479357
"DDTL",0.0177029960550923
"VWA2",0.0180798100869515
"PEAR1",0.0182190743100236
"RS1",0.0183478495622057
"PRDM13",0.0183865207582314
"SRPK3",0.0184370111897239
"GYPA",0.0185589950136029
"IL21R",0.0187556642974435
"RSPH10B2",0.0188232356245546
"TRPA1",0.0191636490114461
"SELL",0.0197183264657101
"GALR2",0.0198516191497533
"HHIPL2",0.0204908729659251
"ALOX15B",0.0206694877227752
"OGN",0.0206884428365215
"RGS18",0.0210213949692898
"GPR183",0.0211486439653223
"DGKK",0.0212250507858481
"SOX18",0.0213591068340638
"FMR1NB",0.0216563128462675
"KLRG2",0.0218333708730523
"GPC5",0.0219809053465916
"CD101",0.022051657352283
"TREM2",0.0221888877762935
"ZAR1L",0.0222869886091937
"TYR",0.0223556749882047
"SCGB3A2",0.0223622420450037
"DMRT2",0.0225869459647643
"FAT2",0.0227677108522328
"TBX15",0.022837176962512
"CCT8L2",0.0231413405941097
"CFHR5",0.023248286136301
"CFAP157",0.0232500048075794
"CD28",0.0233329062401527
"CA9",0.0234846297775048
"CD34",0.0236947867490248
"TDO2",0.0237494175442944
"KCNJ1",0.0238923180936352
"NKG7",0.0239762395510198
"ECEL1",0.0240539979150003
"MYADML2",0.0242314846444337
"INHBC",0.0246777418854014
"PHOSPHO1",0.024715129738868
"ZNF432",0.0248707302474171
"POU2AF1",0.0249018823324932
"NECTIN3",0.0250060008515634
"CCDC33",0.02516807176379
"SLC22A10",0.0251688081443794
"SIX2",0.0253064946375553
"PAX2",0.0253567300235796
"SPATA12",0.025484827412688
"ACTL7B",0.02596946063871
"LEP",0.0261182664119366
"OLIG3",0.0261902556234413
"GMNC",0.0262895662424121
"CITED2",0.0262901893974187
