"nhoods1","nhoods2","sim"
"4416","125935",0.788577260851814
"44192","108642",0.778358119855256
"441961","91797",0.758977488862239
"44222","70571",0.789866170314543
"44437","129054",0.755093390227495
"444726","63830",0.772622494936311
"44541","105625",0.846245456589614
"447510","61978",0.718815607990525
"4488","42016",0.827266713815653
"449540","18909",0.79528453319162
"45034","110579",0.751882395363827
"4505","134145",0.788098613492894
"451548","175542",0.731388207209598
"45407","174730",0.726303222816925
"45437","154436",0.693794251142017
"45704","122968",0.723244637536486
"4597","54817",0.811905813566991
"46457","113078",0.692308621280739
"46675","29958",0.789539611697611
"46700","128268",0.724211641670681
"47113","150506",0.756828410617302
"47323","87716",0.771566660995836
"47545","120858",0.780396386377468
"475558","150960",0.723448207845305
"476874","65421",0.733170814517164
"47722","95163",0.812778681246395
"478050","43241",0.737220611165773
"47811","171616",0.720856529222955
"47898","23943",0.75568115769714
"480000","13752",0.729810057422123
"48017","127693",0.675140352223935
"48048","135005",0.80861034310976
"48102","51505",0.711917839151
"48125","158413",0.722039372504575
"48139","54928",0.773808585135493
"48242","154319",0.71655814449793
"484036","172453",0.759398997216283
"4885","11307",0.805403673510462
"48906","94807",0.768712818012775
"48966","171500",0.711833703091497
"49157","143420",0.707991517027362
"49392","141146",0.699371364065131
"4957","8770",0.824347142535573
"496011","29740",0.735483268186022
"49626","75856",0.806846465201739
"4968","159610",0.72204677322975
"49712","111132",0.71118121892112
"4974","77942",0.759792313592686
"497557","153568",0.763026439144862
"4994","81150",0.701787519545238
"500334","35634",0.731538009971289
"5010","35460",0.736767962875293
"50112","99305",0.72770435801161
"5090","86085",0.786593142394583
"50960","137908",0.658851077737128
"5129","17079",0.810305246164759
"51491","66544",0.758416023260711
"51596","160485",0.729303514423633
"52177","138976",0.747451241811713
"52381","116878",0.748185576671981
"5253","41886",0.766595965441357
"527773","98129",0.709044170599582
"52985","39535",0.731705374808483
"53261","112197",0.71878021346872
"53841","69488",0.714193530101215
"540582","26276",0.777985010418199
"541174","104332",0.750008232350934
"5414","37128",0.758016408439184
"5417","148954",0.745250063353112
"542521","86400",0.716354505856704
"54269","11861",0.742136420333749
"54331","119396",0.754867825641392
"54602","104740",0.766376340316696
"54662","75425",0.792133091572892
"549403","135459",0.789355153848626
"55553","85345",0.716172446099691
"5558","83918",0.73210767944133
"556509","25218",0.685251581546484
"55684","64492",0.796345848120509
"55739","165726",0.779730693770838
"557690","41027",0.75114250862167
"557963","45433",0.754707435679983
"558118","153969",0.747235033351564
"55899","153891",0.719261138192169
"55947","1843",0.768910653893055
"56152","72401",0.66489027106684
"56173","53365",0.820985266591176
"56290","100288",0.763143534317858
"56393","139210",0.724166523035295
"56510","166662",0.770492261449185
"56544","46509",0.75101392339277
"56761","138007",0.69830686048121
"56839","147349",0.70239362463734
"569049","65513",0.725736016395813
"56949","56190",0.741397669973788
"569989","13384",0.738837730853427
"573884","168323",0.735343632002286
"57778","104770",0.718239054110931
"578022","61479",0.728545723481784
"578226","65977",0.692898875335402
"578244","98400",0.762275420051536
"578287","154975",0.708636924391125
"57900","34617",0.728059722212072
"58396","116280",0.75904616762429
"58428","160552",0.692888763970052
"58451","67776",0.65681216901797
"589129","57773",0.683546260874072
"58999","144764",0.70876174638989
"59032","129167",0.752601171798575
"59063","141216",0.73616492989377
"59071","93336",0.831079461576907
"590969","27171",0.723246918504701
"59152","72067",0.7206472855894
"591728","73584",0.742019225214807
"59262","125718",0.74358408243321
"5935","184",0.761075269127056
"594212","61732",0.748032187301935
"59715","116679",0.816652092972556
"5980","151648",0.734940423348092
"598427","63022",0.786927841507375
"59853","9384",0.755221816861261
"60000","89946",0.620891998154033
"60274","30717",0.743558726176215
"60384","152272",0.791614664683326
"60424","141784",0.701937947674489
"60434","29756",0.719080865638208
"60512","44510",0.744516463241274
"60584","23808",0.726024128227543
"606","136207",0.695070928258288
"60679","86509",0.737967398408477
"60701","130868",0.781493164289654
"61140","89104",0.732217127050779
"61349","136314",0.690125403871678
"61536","144835",0.720793744937516
"61660","126404",0.747909888007009
"62060","174377",0.734512025624099
"62633","61677",0.763329471887855
"62861","106297",0.772529105568014
"63161","70186",0.690024948747644
"63192","102997",0.707370493361753
"63196","147226",0.724842367025015
"63358","96257",0.701967149884147
"63365","157858",0.724209915131455
"63526","61290",0.699059010932251
"63762","87839",0.742748181452879
"63768","75591",0.797955991804647
"63934","5872",0.750662036359916
"64001","19464",0.780981453625228
"64120","115369",0.7940072571035
"64286","17460",0.781971063599663
"64672","34635",0.726879104285453
"64765","25690",0.74679364512848
"64819","59347",0.67123628901581
"65598","152306",0.74883036039895
"65640","116752",0.777465520961518
"66123","71283",0.761399263489112
"66226","150481",0.779892864767726
"67127","113067",0.697677463562665
"67138","119405",0.75874459645381
"67231","76671",0.738280447325093
"67239","129258",0.739120456745591
"67383","92227",0.773729630042507
"6752","11064",0.764770184886556
"67544","7498",0.767745189972812
"6759","164683",0.74140897126333
"67655","150235",0.746605688474856
"67843","174807",0.759829132667785
"68059","52394",0.782580091697295
"68329","68333",0.71476467974039
"6854","74383",0.744622703545701
"6869","78590",0.761152315010716
"6882","44205",0.836185957194335
"69319","1316",0.754535932018355
"69704","31102",0.751603334869247
"69977","3732",0.796236620381134
"70123","49839",0.758961586303438
"70333","2285",0.77981834283486
"70613","51322",0.799450530937657
"70710","146170",0.758356649230403
"70851","16965",0.786037288537489
"71006","119855",0.704408440324184
"71053","33629",0.722652156206632
"71101","120999",0.694414336183352
"71191","9549",0.797712159521933
"71373","3635",0.791677317152886
"71411","118281",0.752120489596566
