"nhoods1","nhoods2","sim"
"1012","5879",0.635311456947446
"1052","3508",0.455706123872568
"1097","7939",0.596275498987483
"1155","5867",0.602879809722995
"1272","8115",0.583331570247444
"1529","3662",0.586292399789957
"1547","4910",0.566191847787938
"1610","7822",0.538805282883971
"1642","9091",0.667234977597747
"1647","4747",0.58424163816847
"1737","6026",0.656284337915838
"183","8731",0.421656838719803
"1881","1082",0.545753670531381
"1920","3254",0.522053802109218
"205","406",0.469052415874332
"2134","8010",0.474009820817783
"2135","7740",0.564189401654373
"218","2461",0.616288516267796
"2200","6801",0.565398041691985
"2266","4672",0.606580650415529
"2718","7098",0.59262530330603
"2881","9392",0.537870144152494
"301","8444",0.609488896010277
"3211","1509",0.549724447325797
"3289","4926",0.459275423770719
"3472","2379",0.625409805286879
"3552","1638",0.575137782927826
"356","4309",0.405454897911599
"3585","1584",0.559476289166422
"365","4876",0.453299650523096
"3741","4795",0.5324581071587
"3776","9271",0.386653969183624
"4002","2661",0.584911032654874
"4144","6461",0.562122688944964
"4162","6069",0.454736992824746
"4308","3096",0.492409595973827
"4348","9791",0.571962475697238
"4402","1983",0.580877444025912
"443","6085",0.597780119400522
"4670","3302",0.640605843419029
"4685","7504",0.60785994711994
"4701","6613",0.624753863449587
"4999","9975",0.55562437154131
"503","947",0.561865916493034
"5302","4904",0.602771703364845
"5314","7217",0.566530356944576
"5575","1525",0.591533772915021
"5815","9830",0.675089521109171
"583","7978",0.559278675882558
"5912","3639",0.67073784468814
"5938","6619",0.578857939288527
"6019","9887",0.550805158358422
"6089","2780",0.541696895902345
"6308","515",0.612111546098438
"6424","5207",0.59850927432016
"6603","7629",0.551527907962243
"6746","4796",0.557502061794065
"6796","5425",0.573135281458836
"6812","8967",0.608517778155473
"7093","8699",0.540594806285232
"7120","3045",0.641691240628311
"7382","691",0.500662074095883
"739","5134",0.575534994450366
"7585","1178",0.520600982253361
"76","837",0.576628019570925
"7666","4533",0.499915347147519
"7866","3419",0.627532420169689
"8050","3679",0.521536215830986
"808","7113",0.394685320244867
"8248","9083",0.484075409694169
"8268","7503",0.584540829965478
"8301","4384",0.528955384099673
"8538","8992",0.587784634363694
"8636","8769",0.517467605922365
"882","7490",0.593375577588804
"8876","7501",0.607787614457172
"8890","2688",0.594414751186473
"8904","5592",0.597181060715908
"8920","788",0.431616191167519
"8936","1918",0.560081405453171
"9054","6998",0.589917774897165
"9100","3727",0.455980963125595
"92","365",0.564398161665328
"9259","5048",0.581370509495895
"9270","5757",0.497216240354758
"9419","1222",0.470550492176249
"9543","5107",0.555797715020759
"966","4791",0.549281293613226
"9671","7425",0.521372225188731
"9744","9411",0.541576218681978
"9779","6235",0.604927397501164
"9872","8088",0.617034878241917
